calls_ivr_id,gen_customer_phone,gen_document_identification
1670841645.270714,400000055,10005227
1670842828.2710061,400000055,10005227
1671012512.3237641,400000055,10005227
1670941670.309238,400000056,10001119
1671446360.333277,400000058,10004408
1671292178.24322,400000059,10007049
1670938333.347748,400000060,10007635
1671544956.340085,400000060,10007635
1671012268.3527131,400000062,10008312
1671531172.338325,400000064,10004184
1670928377.3169949,400000065,10000287
1671305054.24697,400000066,10008491
1670848969.3394051,400000068,10004874
1671523359.3783381,400000068,10004874
1671522933.3372271,400000069,10009149
1671184797.3251829,400000070,10006449
1670914953.27626,400000071,10000328
1671110217.321722,400000072,10005519
1670836119.3361349,400000073,10001920
1670836385.269347,400000073,10001920
1670863173.3414919,400000074,10002030
1671036141.10701,400000074,10002030
1671039939.3276629,400000075,10004590
1671206998.3676419,400000076,10004743
1671449200.3443871,400000078,10005202
1670857677.340606,400000080,10007560
1671120681.16753,400000080,10007560
1670859142.302362,400000081,10005089
1670860450.273993,400000081,10005089
1670860990.3127949,400000081,10005089
1670862023.3028519,400000081,10005089
1670871327.304296,400000081,10005089
1671090204.357867,400000081,10005089
1671090854.357924,400000081,10005089
1671011736.7121,400000082,10004868
1670921619.3441429,400000083,10008024
1670947581.3547,400000084,10006932
1671193942.3266411,400000084,10006932
1671009949.3131051,400000087,10004420
1671481885.31975,400000089,10004616
1671026076.3260059,400000090,10007942
1671178390.185,400000091,10004792
1671180324.18716,400000091,10004792
1671180422.364397,400000091,10004792
1671180666.1875,400000091,10004792
1671180851.3349719,400000091,10004792
1670934224.3470919,400000093,10008894
1671028575.316077,400000094,10001012
1671029504.3161521,400000094,10001012
1671533760.33876,400000097,10007956
1671186915.325552,400000098,10005976
1670776451.3346159,400000099,10006154
1670850084.3012011,400000101,10003495
1671545304.35184,400000102,10002027
1670784870.3067219,400000103,10005806
1670784894.2966161,400000103,10005806
1671116786.1634,400000103,10005806
1671284253.329747,400000104,10005702
1671109548.331995,400000105,10002576
1670862919.3414421,400000106,10006402
1670863471.274538,400000106,10006402
1670838257.336726,400000107,10002865
1670844199.299835,400000108,10003534
1671278239.3398941,400000109,10006385
1670926957.306462,400000110,10002295
1670928516.3170209,400000110,10002295
1670930366.3174551,400000110,10002295
1670930415.68,400000110,10002295
1671104335.3207979,400000110,10002295
1671105279.320951,400000110,10002295
1671106869.3212259,400000110,10002295
1671107290.3316431,400000110,10002295
1671182542.3248241,400000110,10002295
1671182700.3647521,400000110,10002295
1671183084.3353059,400000110,10002295
1671183514.364892,400000110,10002295
1670834828.268955,400000111,10004682
1670860451.3410261,400000114,10001063
1670860768.302624,400000114,10001063
1670836115.2977431,400000115,10002908
1671183172.19112,400000116,10007838
1671441415.27007,400000117,10007509
1671533755.3387589,400000117,10007509
1670862804.341419,400000118,10007068
1671120820.3226891,400000119,10008734
1670863957.2746229,400000120,10007353
1671466600.3464029,400000122,10005354
1670937308.3188879,400000123,10002580
1670874447.275943,400000124,10003319
1671198838.21336,400000127,10002679
1670836096.2692521,400000129,10007577
1671524022.3478789,400000130,10006987
1671487859.347589,400000131,10008341
1671557039.341217,400000131,10008341
1670928205.3067329,400000132,10007516
1670928736.3068719,400000132,10007516
1671541964.339884,400000133,10004560
1671015909.32445,400000134,10005615
1670857509.302114,400000135,10002839
1670947929.310092,400000135,10002839
1671115400.332577,400000135,10002839
1671181851.3646,400000135,10002839
1670867882.2752931,400000136,10003111
1670833439.2972021,400000137,10007758
1670851648.3398459,400000137,10007758
1671545642.340142,400000140,10001191
1671549762.351011,400000142,10006883
1670842790.3378961,400000143,10003363
1671140832.3637381,400000148,10002471
1670936665.3086071,400000149,10007576
1670840259.337271,400000150,10007174
1670828952.296798,400000151,10003132
1670939835.309011,400000152,10001427
1670941733.3092439,400000152,10001427
1670941927.3481531,400000152,10001427
1670941986.348156,400000152,10001427
1670942019.3481579,400000152,10001427
1670945194.3162,400000153,10007257
1671041195.3176539,400000155,10005688
1671095622.13175,400000156,10003388
1671299349.3702991,400000156,10003388
1671300351.330157,400000156,10003388
1670932665.1256,400000159,10003272
1670830314.306993,400000161,10005326
1671436640.3421249,400000161,10005326
1671093063.3582349,400000162,10003995
1671093161.358253,400000162,10003995
1671093182.3187759,400000162,10003995
1671108215.32143,400000163,10005063
1671095144.3293369,400000165,10004372
1671277873.339864,400000166,10004852
1671560906.352128,400000167,10003931
1671440968.372925,400000168,10007387
1671561930.3416059,400000169,10007673
1671562429.352217,400000169,10007673
1671185148.3651669,400000170,10000118
1671019919.3150229,400000171,10006250
1671015653.353374,400000173,10001876
1671178326.18486,400000173,10001876
1670878104.3046081,400000176,10006181
1670956122.311518,400000177,10006921
1670854372.311851,400000178,10001079
1671548433.3403411,400000179,10008663
1671549006.381547,400000179,10008663
1671463774.376426,400000180,10001380
1670849563.339505,400000181,10004254
1670865636.3035171,400000181,10004254
1670945488.34858,400000183,10004808
1671012799.7347,400000183,10004808
1671032895.355746,400000183,10004808
1670860572.3025861,400000184,10003118
1670874299.314636,400000184,10003118
1671209362.3678639,400000184,10003118
1671209859.3383861,400000184,10003118
1671210041.328052,400000184,10003118
1671210587.3384459,400000184,10003118
1671210629.32812,400000184,10003118
1671466517.30805,400000184,10003118
1671372662.25509,400000185,10002859
1671133016.3342271,400000187,10001704
1670932436.346642,400000189,10001211
1670933527.346926,400000189,10001211
1671014124.3530591,400000190,10007372
1671546579.35269,400000192,10007597
1671463905.30503,400000193,10006380
1670858071.2736609,400000195,10004454
1670859191.302371,400000195,10004454
1671551826.3511951,400000196,10005471
1671536579.3392091,400000197,10007985
1671536670.3497519,400000197,10007985
1671448877.3443291,400000198,10001682
1671434652.341975,400000199,10008752
1670871132.3427589,400000201,10006239
1670871150.3042841,400000201,10006239
1671558629.3824921,400000203,10003481
1670932937.3467679,400000204,10006215
1671023709.3548241,400000205,10005406
1671023851.9337,400000205,10005406
1671195927.21074,400000207,10001028
1671211241.36802,400000207,10001028
1670877326.3431129,400000208,10006846
1671554327.36003,400000210,10002841
1671554344.3514781,400000210,10002841
1671554511.3409431,400000210,10002841
1670752072.3338821,400000211,10007957
1671183004.3352921,400000213,10005152
1671007930.6354,400000215,10002894
1671279832.329597,400000216,10003780
1671539690.38079,400000217,10005944
1671107111.3316181,400000219,10003106
1670936609.308599,400000220,10002414
1671013226.7427,400000220,10002414
1671198447.327173,400000221,10008150
1671198479.327177,400000221,10008150
1670928421.306792,400000222,10000476
1670927450.3168221,400000223,10008096
1671106932.3212459,400000224,10003722
1671534086.3388059,400000226,10004195
1671202920.21647,400000227,10006394
1671189153.325937,400000228,10004711
1671189251.3658979,400000228,10004711
1671188414.19959,400000231,10000099
1670922718.3157749,400000232,10008861
1671451969.29138,400000233,10003403
1671041581.11465,400000234,10002880
1670850634.339685,400000235,10007629
1671018950.8523,400000235,10007629
1671019614.325141,400000235,10007629
1671473400.3161,400000236,10004025
1671445784.27876,400000237,10002928
1671050246.32838,400000238,10003477
1670771105.306432,400000239,10002037
1670940032.261,400000239,10002037
1671039900.11268,400000240,10006441
1671195337.326848,400000240,10006441
1671114234.16141,400000241,10005321
1671204293.3275859,400000241,10005321
1671278073.3295269,400000241,10005321
1671279611.369715,400000241,10005321
1671467695.336019,400000241,10005321
1671178898.3243489,400000243,10006786
1671558512.3413351,400000244,10002308
1671558619.3413539,400000244,10002308
1671558725.36474,400000244,10002308
1671558791.36476,400000244,10002308
1671559864.3520541,400000245,10000482
1670838760.2699921,400000246,10008750
1670860755.274034,400000246,10008750
1671448763.3442979,400000247,10007862
1670929385.307014,400000248,10000238
1670929398.406,400000248,10000238
1670836981.2694931,400000249,10002806
1670967405.3221159,400000250,10004925
1671461084.3352981,400000250,10004925
1670869866.3426249,400000251,10009254
1670871420.3144431,400000251,10009254
1670942087.319423,400000251,10009254
1670942468.2841,400000251,10009254
1671460533.30205,400000251,10009254
1671463218.3354931,400000251,10009254
1671038382.32744,400000253,10003503
1671125535.32324,400000254,10007733
1671201057.3377171,400000254,10007733
1670862756.31312,400000255,10009196
1671185617.3253191,400000257,10001389
1671453902.29484,400000257,10001389
1671454695.29619,400000257,10001389
1671468858.31133,400000257,10001389
1671445335.3436389,400000258,10006006
1671445448.27801,400000258,10006006
1671198843.3375521,400000259,10008912
1671299742.3301389,400000260,10006094
1671447677.37432,400000260,10006094
1671447761.333566,400000260,10006094
1671093675.3290651,400000262,10008848
1671526598.348206,400000262,10008848
1670837512.3082111,400000264,10004639
1671479711.347482,400000265,10004830
1670837794.269726,400000266,10008256
1671446076.33321,400000267,10006291
1671215285.22661,400000268,10002093
1670838654.3085141,400000269,10004693
1670931641.346436,400000270,10008960
1670965137.3508861,400000271,10008478
1671128750.363265,400000271,10008478
1671560184.3520811,400000271,10008478
1671314560.3706651,400000272,10003536
1671350489.3408861,400000272,10003536
1671385537.371655,400000272,10003536
1670951521.31079,400000273,10004282
1670951644.320946,400000273,10004282
1670951940.3108871,400000273,10004282
1670953786.3500531,400000273,10004282
1670954427.482,400000273,10004282
1671044675.357218,400000273,10004282
1671530933.3488181,400000275,10000781
1671467739.346555,400000276,10002325
1671033262.3165541,400000277,10000451
1671011532.323544,400000278,10004076
1671270687.3292,400000279,10004183
1671270760.329206,400000279,10004183
1671271351.23583,400000279,10004183
1671272112.3292589,400000279,10004183
1671275759.3397739,400000279,10004183
1671275982.339788,400000279,10004183
1671276027.23803,400000279,10004183
1671562032.3827291,400000279,10004183
1671565542.35233,400000279,10004183
1670756509.3340449,400000280,10007883
1670758772.295979,400000280,10007883
1670790197.3349359,400000280,10007883
1671189692.3260281,400000282,10004662
1671106289.33148,400000283,10007990
1670846616.310549,400000284,10009291
1670848448.3008659,400000284,10009291
1670830314.2683611,400000285,10000560
1671028762.355274,400000286,10007410
1670872919.275847,400000287,10001281
1671090105.12331,400000287,10001281
1671090678.318486,400000287,10001281
1671019883.3252051,400000288,10001161
1671112962.1603,400000288,10001161
1671006785.6154,400000290,10004658
1670926893.345279,400000291,10000007
1671528135.3378479,400000292,10004267
1671276200.329448,400000293,10002203
1671276335.3695481,400000293,10002203
1671186034.19555,400000294,10001075
1670870674.3427169,400000298,10005048
1671555292.36134,400000300,10005811
1671471136.3772681,400000301,10007059
1670832538.26855,400000302,10000711
1671283599.24104,400000303,10006241
1671284270.3698919,400000303,10006241
1671284327.3401229,400000303,10006241
1671284414.24136,400000303,10006241
1671527414.32824,400000305,10000404
1671537261.34325,400000306,10007684
1670861897.3028359,400000308,10002277
1671375077.3714621,400000310,10002194
1671375537.25575,400000310,10002194
1671040487.356813,400000313,10007588
1671040579.3568289,400000313,10007588
1671464337.3764639,400000315,10000842
1670929598.3172829,400000316,10002518
1670868268.275352,400000318,10000391
1670759717.334168,400000320,10004530
1670846490.271883,400000320,10004530
1670935399.3186009,400000320,10004530
1670935639.308454,400000320,10004530
1671043778.3179171,400000320,10004530
1671101038.3201661,400000321,10007797
1671016521.32457,400000322,10001688
1670761792.306185,400000323,10004392
1670871067.3427451,400000323,10004392
1670919598.3437669,400000325,10006236
1670925155.34491,400000326,10007764
1670931391.3463769,400000326,10007764
1670950769.4196,400000327,10008103
1670772315.2677331,400000328,10009022
1671028847.9789,400000329,10003137
1671120034.322576,400000329,10003137
1671448221.344192,400000329,10003137
1671523654.33729,400000330,10000771
1671548062.340307,400000330,10000771
1670859024.3124869,400000331,10001649
1671109710.321665,400000331,10001649
1671553105.3819449,400000331,10001649
1671463716.30483,400000332,10006584
1671464212.30543,400000332,10006584
1671464357.346158,400000332,10006584
1671556907.3412011,400000332,10006584
1671457728.335031,400000334,10002563
1671008644.3519759,400000335,10003985
1670832960.268615,400000336,10006609
1671558694.382504,400000337,10000264
1670756892.3060369,400000338,10003233
1670844793.338419,400000339,10000724
1671009814.323205,400000340,10004599
1671117046.16357,400000341,10004970
1671117058.1636,400000341,10004970
1670869085.275456,400000342,10006109
1670869385.342566,400000342,10006109
1670873710.3146019,400000342,10006109
1671541600.380986,400000342,10006109
1670834625.335783,400000343,10007313
1671010960.3133061,400000343,10007313
1671445283.3330619,400000343,10007313
1670757107.306041,400000344,10003544
1671063579.3182919,400000344,10003544
1670860655.31274,400000345,10008863
1671007040.3125789,400000345,10008863
1671558418.36445,400000346,10008634
1671558512.351932,400000346,10008634
1670849159.3111091,400000347,10001362
1671020250.3252859,400000348,10001803
1670860173.27395,400000349,10004910
1671564211.36797,400000350,10000554
1671564445.36807,400000350,10000554
1670856120.3120871,400000351,10000532
1671029527.9854,400000352,10003977
1671109597.332,400000352,10003977
1670860000.312638,400000353,10007012
1671122415.333282,400000353,10007012
1671181393.3350451,400000353,10007012
1671464407.335618,400000353,10007012
1671402271.3313439,400000354,10005188
1671463157.335489,400000354,10005188
1671125744.17366,400000355,10007169
1671014441.324147,400000356,10008982
1671014511.3241661,400000356,10008982
1671014987.7781,400000356,10008982
1671448452.333688,400000356,10008982
1671211956.22423,400000357,10001634
1671113137.321996,400000358,10000596
1671469407.3467491,400000358,10000596
1670955654.3215251,400000360,10002242
1671529119.3379841,400000360,10002242
1670877462.276052,400000361,10006767
1671288215.340205,400000361,10006767
1671175867.36401,400000362,10002066
1671545519.3812931,400000363,10009150
1671103924.3310211,400000364,10009261
1671180203.334893,400000364,10009261
1671183331.3353529,400000364,10009261
1671274554.369463,400000364,10009261
1671438836.3424261,400000364,10009261
1671466098.376652,400000364,10009261
1670871621.275744,400000365,10005989
1671105197.3312609,400000365,10005989
1671455307.29702,400000365,10005989
1671180258.3643761,400000366,10008805
1671446176.27958,400000366,10008805
1671202194.3274419,400000368,10003746
1671534345.379961,400000369,10002041
1671534644.33887,400000369,10002041
1671542824.3399451,400000369,10002041
1671544951.3812511,400000369,10002041
1671553833.351419,400000369,10002041
1671553916.3514371,400000369,10002041
1671553994.3514431,400000369,10002041
1671554072.340898,400000369,10002041
1671554376.340929,400000369,10002041
1671554463.3409381,400000369,10002041
1671554545.36032,400000369,10002041
1670871709.2757521,400000370,10001923
1671263637.3690109,400000371,10000471
1671472141.31496,400000372,10001654
1670922203.3055,400000374,10007785
1671139895.323926,400000376,10007120
1671437452.26373,400000376,10007120
1671012753.7339,400000377,10008810
1671016131.7993,400000377,10008810
1671018528.845,400000377,10008810
1671030330.9929,400000377,10008810
1671030534.9951,400000377,10008810
1670881144.314826,400000378,10005233
1671272915.2365,400000379,10003185
1671395105.3312831,400000380,10002690
1671395924.341783,400000380,10002690
1671451234.334178,400000381,10004079
1670863705.3416059,400000382,10002590
1670865296.341898,400000382,10002590
1670844773.310101,400000383,10005205
1671095669.3587351,400000383,10005205
1671458871.30032,400000388,10002207
1670866144.3137741,400000390,10005830
1670866166.3137779,400000390,10005830
1670867644.275244,400000390,10005830
1671107107.3316171,400000391,10004551
1670838918.2700319,400000392,10006706
1670930887.307354,400000393,10003344
1671440250.26795,400000394,10000790
1671457192.3349791,400000394,10000790
1671457206.345516,400000394,10000790
1670925967.306205,400000395,10006336
1670926696.306392,400000395,10006336
1671011282.352505,400000396,10001351
1671043061.11607,400000396,10001351
1671095669.358736,400000396,10001351
1671095725.3587461,400000396,10001351
1671359954.25174,400000396,10001351
1671471880.33648,400000397,10004063
1671118497.322444,400000399,10006202
1671456860.334945,400000400,10005533
1671543178.35042,400000400,10005533
1671125750.3629839,400000401,10004413
1671129307.3633089,400000401,10004413
1670844267.309972,400000402,10005685
1671462864.30411,400000402,10005685
1671131979.17911,400000404,10007385
1671133741.17999,400000404,10007385
1671134490.3342741,400000404,10007385
1671134552.334275,400000404,10007385
1671209059.22176,400000404,10007385
1671351250.340893,400000407,10001875
1671352576.3708961,400000407,10001875
1671212948.22506,400000410,10004578
1670848465.30087,400000411,10001386
1671534482.33934,400000411,10001386
1671534914.3389311,400000411,10001386
1671535032.34006,400000411,10001386
1671466573.3358741,400000412,10006955
1671296898.37023,400000414,10001248
1671046173.328227,400000415,10005776
1671046606.328244,400000415,10005776
1671568882.3523979,400000416,10001074
1671569207.382978,400000417,10004940
1670936582.3085909,400000418,10000796
1670936755.34754,400000418,10000796
1671556591.3411629,400000418,10000796
1671298452.3702731,400000419,10006401
1671030398.326385,400000420,10004822
1670785350.33484,400000421,10000414
1670786423.306746,400000421,10000414
1670787860.2680669,400000421,10000414
1671178154.334682,400000422,10004862
1670855271.30186,400000423,10000848
1670933472.346916,400000423,10000848
1671017457.324744,400000423,10000848
1671019149.8563,400000423,10000848
1671020379.8814,400000423,10000848
1670840673.2704451,400000424,10002051
1670843634.299716,400000424,10002051
1671552481.381875,400000424,10002051
1671015697.3142171,400000425,10000922
1670759123.3061111,400000426,10003500
1671474905.377635,400000427,10000885
1671379227.371536,400000428,10006311
1671046666.3181009,400000429,10000589
1670870898.2756751,400000430,10005484
1671094364.3584809,400000431,10003675
1671275193.3293941,400000431,10003675
1670759582.3061211,400000432,10001721
1670760694.334197,400000432,10001721
1671099199.330085,400000432,10001721
1671216099.3285141,400000432,10001721
1671115394.322175,400000433,10009255
1671472399.336529,400000434,10000027
1671472662.31558,400000434,10000027
1671472771.3774519,400000434,10000027
1671472789.3365669,400000434,10000027
1671537998.3394041,400000435,10004758
1670853264.340049,400000440,10002302
1671554712.36054,400000441,10003020
1671554322.3409231,400000442,10000967
1671184039.364965,400000443,10006162
1671205654.21877,400000443,10006162
1670779796.3347039,400000444,10001089
1670875876.314702,400000444,10001089
1670953573.321259,400000444,10001089
1670954315.350143,400000444,10001089
1671115517.32219,400000445,10000311
1670836243.336165,400000446,10005439
1671106613.15182,400000447,10007672
1671107132.3316209,400000447,10007672
1671447658.2828,400000449,10000774
1670917226.343508,400000450,10003907
1670917349.3435161,400000450,10003907
1671089490.3286171,400000450,10003907
1671194732.326762,400000451,10003298
1671195026.337193,400000451,10003298
1671195134.366729,400000451,10003298
1670941432.3481071,400000452,10005418
1670941844.3481491,400000452,10005418
1670942319.3194461,400000452,10005418
1671119091.362165,400000453,10000457
1671277990.339874,400000453,10000457
1671467332.3465011,400000455,10003731
1671209991.328042,400000457,10001977
1670921460.3441031,400000458,10006452
1670921475.3441091,400000458,10006452
1671104109.331053,400000460,10000988
1671003314.312192,400000461,10008192
1671477030.33687,400000462,10004783
1671564190.3417139,400000462,10004783
1671564430.382844,400000462,10004783
1670761689.29608,400000463,10003364
1671010858.3524089,400000465,10003388
1670926394.3451459,400000466,10004473
1671445946.373961,400000466,10004473
1671527721.32869,400000466,10004473
1671105108.14895,400000467,10000520
1671442628.3431339,400000467,10000520
1671121981.362504,400000468,10006210
1671033679.326731,400000469,10001909
1671442129.34303,400000470,10004872
1671463928.3461139,400000471,10005879
1671183828.335434,400000472,10004394
1671184086.3250861,400000472,10004394
1671185669.3652639,400000472,10004394
1671559857.341435,400000475,10005421
1671527566.348321,400000476,10003890
1670956968.3504679,400000477,10008444
1670860894.31278,400000478,10000468
1671533321.349216,400000479,10005474
1671440772.3427861,400000480,10001150
1671460385.3352311,400000481,10003024
1670862368.302897,400000482,10005852
1670865013.3033979,400000483,10000574
1670842241.299346,400000484,10001869
1671039454.11205,400000485,10000699
1671039908.3174789,400000485,10000699
1671194477.3666511,400000485,10000699
1671443187.27342,400000485,10000699
1671441304.33226,400000486,10002268
1671120540.3330469,400000487,10004746
1671055533.357558,400000488,10007496
1671097806.13529,400000488,10007496
1671195999.337312,400000489,10002406
1671022305.3546481,400000490,10001676
1671467336.3359771,400000490,10001676
1671467536.30949,400000490,10001676
1670956227.321593,400000491,10008124
1670780218.306617,400000493,10002408
1671045726.11818,400000493,10002408
1670926348.30631,400000494,10004191
1670950931.3208079,400000495,10003342
1670929210.3458419,400000496,10002087
1671474969.3367341,400000497,10004753
1671022721.3256831,400000498,10000435
1671469026.31155,400000499,10003471
1670851688.3014481,400000502,10007135
1670851779.311533,400000502,10007135
1670854200.340168,400000502,10007135
1671449044.344352,400000502,10007135
1670863501.3031149,400000504,10003015
1670913032.3047111,400000504,10003015
1670914786.3149149,400000504,10003015
1670924301.3447111,400000504,10003015
1671443558.3734541,400000504,10003015
1671458107.335053,400000507,10003490
1671388846.371707,400000508,10005607
1671181781.3247371,400000509,10005114
1670835299.26906,400000511,10007055
1670782105.306658,400000512,10002124
1670789375.2680969,400000513,10007596
1670789621.2966681,400000513,10007596
1671047072.11887,400000513,10007596
1671575977.3830631,400000513,10007596
1670776875.2964139,400000514,10007637
1671215332.22664,400000515,10002973
1671528954.3379459,400000515,10002973
1671188386.365732,400000517,10001213
1671441007.3428221,400000518,10000969
1671103527.3309431,400000519,10003952
1671527966.32921,400000519,10003952
1671455715.3453641,400000521,10004807
1671456597.29841,400000521,10004807
1671470449.336334,400000521,10004807
1671470797.31362,400000521,10004807
1671470962.346915,400000521,10004807
1671557031.3517661,400000521,10004807
1671557114.341224,400000521,10004807
1671558318.351913,400000521,10004807
1671313351.3706551,400000522,10003536
1671521155.3371439,400000522,10003536
1671544759.35138,400000522,10003536
1671449074.28575,400000523,10008020
1670853033.301595,400000524,10006907
1670863029.3131659,400000524,10006907
1671041564.3176949,400000524,10006907
1671106614.321178,400000525,10000212
1670855074.3402851,400000526,10008519
1671270204.3291681,400000528,10007984
1671270703.329201,400000528,10007984
1671271899.3693321,400000528,10007984
1670856232.273433,400000529,10008445
1670859305.2738321,400000530,10009216
1670859456.302418,400000530,10009216
1670860076.312649,400000530,10009216
1671464705.30595,400000530,10009216
1671013000.323849,400000531,10000039
1670922791.277185,400000532,10001183
1670937272.2227,400000532,10001183
1670938534.2428,400000532,10001183
1670939198.3191161,400000532,10001183
1671015774.7935,400000535,10001986
1671387676.25752,400000536,10008858
1670779133.3346879,400000537,10005431
1671022430.35466,400000539,10004702
1671559954.3520589,400000540,10001730
1671005113.351403,400000543,10004322
1671010591.3523681,400000543,10004322
1670930963.317621,400000545,10008740
1671441613.34293,400000545,10008740
1670975148.351007,400000547,10007518
1670975984.5585,400000547,10007518
1671034724.326879,400000548,10000685
1671301757.3703909,400000549,10003947
1670833375.297195,400000550,10008602
1671450428.3340571,400000552,10008902
1671556965.3517611,400000553,10005061
1671033691.10299,400000554,10007101
1670847278.300607,400000557,10003081
1671479677.336951,400000557,10003081
1671125803.1737,400000558,10007269
1671187390.325634,400000559,10005363
1670765013.267524,400000560,10005176
1670842119.337749,400000562,10008446
1670869245.342545,400000563,10000101
1671037732.3171871,400000563,10000101
1670754478.2671931,400000564,10001700
1671041432.327847,400000565,10004393
1671115882.3618469,400000565,10004393
1670866857.3421659,400000566,10000867
1671446203.34381,400000567,10004650
1671554001.34089,400000567,10004650
1670930536.3072591,400000571,10004038
1671444616.343514,400000572,10005836
1671537755.33937,400000572,10005836
1671537836.349921,400000572,10005836
1670822901.2682149,400000573,10009276
1670824994.335083,400000573,10009276
1670828151.3069251,400000573,10009276
1670834771.297446,400000573,10009276
1670842515.3095231,400000574,10000854
1671121482.362442,400000575,10009215
1670849340.3111579,400000576,10005019
1671286834.329809,400000579,10007359
1670956453.3216259,400000580,10009050
1670956487.35041,400000580,10009050
1671278904.36968,400000580,10009050
1671279584.3399651,400000580,10009050
1671283445.340097,400000580,10009050
1670854386.3017731,400000581,10001741
1670846001.3387179,400000582,10007696
1670854218.34017,400000583,10008254
1671460188.3760619,400000583,10008254
1671538349.380574,400000584,10006962
1670869067.314214,400000585,10007812
1670869166.2754691,400000585,10007812
1671290207.3402591,400000585,10007812
1671290293.3402619,400000585,10007812
1671290383.3298869,400000585,10007812
1670848626.3009181,400000586,10005921
1670849083.3394289,400000586,10005921
1670928442.3067939,400000586,10005921
1670833927.297281,400000588,10003706
1670743842.3058071,400000589,10002598
1671120239.362258,400000590,10000791
1671271233.23577,400000591,10007233
1671462204.376236,400000591,10007233
1671462753.3459959,400000591,10007233
1670860840.3410881,400000592,10006111
1670861884.3412621,400000592,10006111
1671498667.378058,400000592,10006111
1671366164.330847,400000594,10001171
1671537005.3498,400000596,10006390
1670946105.31992,400000599,10004416
1670946236.3098,400000599,10004416
1670963313.350831,400000599,10004416
1670964031.547,400000599,10004416
1671003044.3222761,400000599,10004416
1671013159.7412,400000599,10004416
1671442406.33246,400000600,10003664
1671563999.352282,400000601,10008742
1670873362.2758789,400000603,10001483
1671545408.35195,400000605,10007214
1671110625.1581,400000606,10002135
1671528538.3790431,400000607,10006169
1671451133.3341579,400000609,10001242
1671480876.3369751,400000609,10001242
1671539463.34672,400000609,10001242
1671540180.3397031,400000609,10001242
1671540965.3503261,400000609,10001242
1670792569.2681379,400000610,10000650
1670828708.3351531,400000610,10000650
1670924717.2775531,400000611,10003744
1671446502.3333039,400000612,10003248
1671457399.3350041,400000612,10003248
1671027045.3159621,400000613,10006048
1671027213.964,400000613,10006048
1671445988.34377,400000614,10008412
1671101642.359802,400000615,10006465
1671181988.3646221,400000615,10006465
1671462220.3353989,400000615,10006465
1671006208.322578,400000616,10004820
1671536371.34189,400000617,10003343
1670925827.3061571,400000618,10003029
1670925854.3061659,400000618,10003029
1670926674.3452139,400000618,10003029
1671061765.35762,400000619,10001725
1671063049.3182909,400000619,10001725
1671182899.3352809,400000619,10001725
1671184455.32514,400000619,10001725
1670825442.3068819,400000622,10005534
1670843431.27119,400000622,10005534
1671039845.3174739,400000623,10006828
1671040624.317585,400000623,10006828
1671040872.3176129,400000623,10006828
1670788638.334904,400000624,10002849
1670960297.3507,400000624,10002849
1671536561.3392,400000627,10000450
1671112889.3616149,400000630,10004159
1670926212.3062689,400000631,10009131
1670868391.2753661,400000633,10008127
1671035058.10536,400000633,10008127
